Name,City,State/Province,Zip_Code,Address,Phone,Website,Categories,Genres,Capacity,Age_Restriction,Rating,Description,Booking_Info,Facebook,Instagram,Upcoming_Events,Profile_URL
Canadian Lakehead Exhibition,Thunder Bay,ON,P7C 2V7,"425 North Ave., Thunder Bay, ON P7C 2V7",N/A,https://www.cle.on.ca/,Music Festival,All Genres,N/A,N/A,N/A,"""The Canadian Lakehead Exhibition is an Annual Family Fair which takes place in August for 5 days from Noon to Midnight. It is deemed to be the largest Fair in all of Northwestern Ontario. The fair offers a variety of activities, entertainment and many other events during the afternoon and evening."" The fair takes place in early to mid August.",Requires Premium,https://www.facebook.com/profile.php?id=100063633695972,N/A,N/A,https://www.indieonthemove.com/venues/canadian-lakehead-exhibition-thunder-bay-ontario
Wayland Bar & Grill,Thunder Bay,ON,P7E 3T2,"1019 Gore Street, Thunder Bay, ON P7E 3T2",N/A,N/A,"Bar, Restaurant, Music Venue","All Genres, Rock",100,19+,N/A,"""Wayland Bar & Grill has been the heart and soul of Westfort for over 75 years."" They host live music on Friday and Saturday nights.",Requires Premium,https://www.facebook.com/waylandbarandgrill/,https://www.instagram.com/waylandbargrill/,N/A,https://www.indieonthemove.com/venues/wayland-bar-grill-thunder-bay-ontario
Red Lion Smokehouse,Thunder Bay,ON,P7B 2T2,"16 Cumberland Street South, Thunder Bay, ON P7B 2T2",N/A,N/A,"Pub, Music Venue","Acoustic, Pop, Singer-Songwriter, Soft Rock",130,N/A,N/A,"""Red Lion Smokehouse is a barbecue restaurant and smokehouse in Thunder Bay’s waterfront district. We love great food and good beer so we created a place where you can enjoy both."" They host live music on Friday nights.",Requires Premium,https://www.facebook.com/redlionsmokehouse,https://www.instagram.com/redlionsmokehouse/,N/A,https://www.indieonthemove.com/venues/red-lion-smokehouse-thunder-bay-ontario
Dragon's Den Sports Bar & Grill,Thunder Bay,ON,P7B 5J4,"1010 Dawson Road, Thunder Bay, ON P7B 5J4",N/A,N/A,"Bar, Music Venue","Acoustic, Classic Rock, Country, DJ, Pop, Rock",N/A,19+,N/A,This sports bar hosts most live music and/or DJs on Friday and Saturday nights. Acoustic performances are also possible during the week.,Requires Premium,https://www.facebook.com/dragonsdensbar/,N/A,N/A,https://www.indieonthemove.com/venues/dragons-den-sports-bar-grill-thunder-bay-ontario
Phog Lounge,Windsor,ON,N9A 5P4,"157 University Avenue West, Windsor, ON N9A 5P4",N/A,N/A,"Music Venue, Bar",All Genres,60,19+,N/A,"""Phog Lounge is an intimate bar located at 157 University Ave. W."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/phoglounge/,https://www.instagram.com/phoglounge/,Laveda; Lock Smith; Dyse,https://www.indieonthemove.com/venues/phog-lounge-windsor-ontario
Harmony Music Hall,Vandorf,ON,L0H 1G0,"14663 Woodbine Avenue, Vandorf, ON L0H 1G0",N/A,https://harmonymusichall.ca/,"Music Venue, Open Mic",All Genres,210,N/A,N/A,"""Nestled in the heart of York Region, Harmony Hall is a unique live music venue housed in a beautifully restored 103-year-old town hall. Located at 14663 Woodbine Avenue in Vandorf, Ontario, this one-of-a-kind destination combines historic charm with modern amenities, offering unforgettable experiences for both artists and audiences."" Most shows take place Thursday-Saturday nights with open stage on Sunday nights.",Requires Premium,https://www.facebook.com/profile.php?id=61563618565183,https://www.instagram.com/harmonymusichall,Great Lake Swimmers; Lauren Dillen; Amy Millan,https://www.indieonthemove.com/venues/harmony-music-hall-vandorf-ontario
Dina's Tavern,Toronto,ON,M5S2H1,"486 Spadina Avenue, Toronto, ON M5S2H1",N/A,https://www.dinastavern.com/,"Music Venue, Bar",All Genres,N/A,19+,N/A,They can host live music any night of the week.,Requires Premium,https://www.facebook.com/profile.php?id=61579176147960,https://www.instagram.com/dinastavern/,N/A,https://www.indieonthemove.com/venues/dinas-tavern-toronto-ontario
The Aulde Dubliner & Pour House,Ottawa,ON,K1N 7A3,"62 William Street, Ottawa, ON K1N 7A3",N/A,https://heartandcrown.pub/location/the-aulde-dubliner-pour-house/,"Music Venue, Pub","Acoustic, Celtic, Classic Rock, Country, Folk, Irish, Pop, Rock, Singer-Songwriter, Top 40",N/A,19+,N/A,"""The first thing you’ll notice at the Aulde Dubliner & Pour House is the look and feel; hand-crafted and built in Ireland, it is a truly authentic two-story Irish pub. Outside you will find beautifully carved wood adorned with gold leaf, 2 patios and a mezzanine balcony overlooking the gateway to the historic ByWard Market."" Shows are held Wednesday-Saturday nights as well as on holidays. This venue is affiliated with the Heart & Crown locations.",Requires Premium,https://www.facebook.com/AuldeDubliner/,https://www.instagram.com/auldedubliner/,N/A,https://www.indieonthemove.com/venues/the-aulde-dubliner-pour-house-ottawa-ontario
Heart & Crown - Barrhaven,Ottawa,ON,K2J 5N1,"3161 Strandherd Drive #300, Ottawa, ON K2J 5N1",N/A,https://heartandcrown.pub/location/barrhaven/,"Music Venue, Pub","Acoustic, Celtic, Classic Rock, Country, Folk, Irish, Pop, Rock, Singer-Songwriter, Top 40",N/A,19+,N/A,"""The Heart & Crown Barrhaven is an authentic Irish pub offering the very best in live music & sporting events, a vast list of draft and bottled beers and hearty, Irish inspired dishes to satisfy your hunger. Conveniently located at Strandherd Crossing, the Heart & Crown is nestled in the heart of this growing suburban neighborhood."" Shows are held on Friday and Saturday nights as well as on holidays. Browse additional Heart & Crown locations.",Requires Premium,https://www.facebook.com/HeartandCrownBarrhaven/,https://www.instagram.com/heartandcrown/,N/A,https://www.indieonthemove.com/venues/heart-crown-barrhaven-ottawa-ontario
Heart & Crown - Byward,Ottawa,ON,K1N 5P5,"67 Clarence Street, Ottawa, ON K1N 5P5",N/A,https://heartandcrown.pub/location/byward/,"Music Venue, Pub","Acoustic, Celtic, Classic Rock, Country, Folk, Irish, Pop, Rock, Singer-Songwriter, Top 40",N/A,19+,N/A,"""The Heart & Crown, in Ottawa’s historic ByWard Market, consists of 5 pubs under 1 roof with 6 patios that make-up what is locally known as Ottawa’s Irish Village. Featuring Irish-inspired dishes, live music daily and domestic & international sporting events; there’s a little something for everybody. A favourite amongst the Irish community, the Heart & Crown is amongst Ottawa’s best known watering holes."" Browse additional Heart & Crown locations.",Requires Premium,https://www.facebook.com/heartandcrownbyward/,https://www.instagram.com/heartandcrown,N/A,https://www.indieonthemove.com/venues/heart-crown-byward-ottawa-ontario
Art House,Ottawa,ON,K1R 6A1,"555 Somerset Street West, Ottawa, ON K1R 6A1",N/A,https://www.thearthousecafe.ca/,"Music Venue, Cafe, Art Gallery, Bar, Open Mic",All Genres,N/A,N/A,N/A,"""Experience the Ottawa arts community in this unique cafe, bar, and gallery! Hosting live shows, special exhibitions, and serving quality food and drinks day and night."" They host open mic on Monday nights and shows Thursday-Saturday nights with the first Saturday of each month being reserved for Jazz.",Requires Premium,https://www.facebook.com/arthousecafe613/,https://www.instagram.com/arthousecafe613/,Ethan Mitchell,https://www.indieonthemove.com/venues/art-house-ottawa-ontario
Sonic Hall,Guelph,ON,N1H 4E5,"12 Wyndham Street North 2nd Floor, Guelph, ON N1H 4E5",N/A,https://www.sonichall.ca/,"Music Venue, Rental",All Genres,700,N/A,N/A,Shows can be held any night of the week.,Requires Premium,https://www.facebook.com/profile.php?id=61563913352835,https://www.instagram.com/sonichallguelph/,Dana Sipos; MIINA; The Effens; Brendan Philip; The OBGMs; Andrew Collins; Bleeker; Texas King; Living Room for Small; Chest Fever Official,https://www.indieonthemove.com/venues/sonic-hall-guelph-ontario
Henry's on James,Hamilton,ON,L8L 1H3,"303 James Street North, Hamilton, ON L8L 1H3",N/A,https://www.henrysonjames.com/,"Music Venue, Jazz & Blues, Restaurant",Jazz,N/A,N/A,N/A,"""A hidden gem in the city — part intimate restaurant, part live music venue. 303 James Street North, Hamilton, Ontario."" They host live music Thursday-Sunday nights and on Sundays during brunch.",Requires Premium,N/A,https://www.instagram.com/henrys.onjames/,N/A,https://www.indieonthemove.com/venues/henrys-on-james-hamilton-ontario
Da Vinci Centre,Thunder Bay,ON,P7E 6H9,"340 Waterloo Street South, Thunder Bay, ON P7E 6H9",N/A,https://davincicentre.com/,"Music Venue, Bar, Restaurant, Outdoor Performance Space, Seasonal",All Genres,N/A,N/A,N/A,"""Traditional Italian hospitality in the heart of Thunder Bay."" They host live music on Thursday nights late June - late August/early September with their ""Summer in the Parking Lot"" series.",Requires Premium,https://www.facebook.com/davincicentretbay/,N/A,N/A,https://www.indieonthemove.com/venues/da-vinci-centre-thunder-bay-ontario
Black Pirates Pub,Thunder Bay,ON,P7B 2Y6,"101-215 Red River Road, Thunder Bay, ON P7B 2Y6",N/A,http://www.blackpiratespub.com/,"Music Venue, Pub",All Genres,150,19+,N/A,"""Black Pirates Pub is Thunder Bay's premiere casual venue for local and touring Live Entertainment."" Concerts are generally held Thursday-Saturday nights, but Wednesdays are also possible.",Requires Premium,https://www.facebook.com/BlackPiratesPub/,https://www.instagram.com/blackpiratespub/,Cancer Bats; chastity; ANCIIENTS; TEETH; Gutter King; CHILIØ; Brass Camel; Mizmor; Dopethrone,https://www.indieonthemove.com/venues/black-pirates-pub-thunder-bay-ontario
The Foundry,Thunder Bay,ON,P7B 1A6,"242 Red River Road, Thunder Bay, ON P7B 1A6",N/A,https://thefoundrypub.com/,"Music Venue, Pub, Outdoor Performance Space",All Genres,N/A,19+,N/A,"""A (new) old Irish gastropub with a focus on homemade and creative food using fresh and local ingredients. Located in the booming waterfront entertainment district, joining the other great late night hotspots on the Cumberland/Court/Red River pub crawl route!"" Live music is held Thursday - Saturday nights.",Requires Premium,https://www.facebook.com/foundrytbay/,https://www.instagram.com/foundrytbay/,N/A,https://www.indieonthemove.com/venues/the-foundry-thunder-bay-ontario
The Hodder,Thunder Bay,ON,P7A 1V3,"481 Hodder Avenue, Thunder Bay, ON P7A 1V3",N/A,N/A,"Music Venue, Bar, Pub",All Genres,N/A,19+,N/A,"""Neighbourhood Bar Serving Current River and Surrounding Area Since 1939! Great Prices, Friendly Staff, and Fantastic Patrons!"" Live music is held sporadically on Saturday nights.",Requires Premium,https://www.facebook.com/TheHODDER/,N/A,N/A,https://www.indieonthemove.com/venues/the-hodder-thunder-bay-ontario
BSMT 254,Toronto,ON,M6H 3X9,"254 Lansdowne Avenue, Toronto, ON M6H 3X9",N/A,https://www.bsmt254.com/,"Music Venue, Rental",All Genres,100,19+,N/A,"""West end Toronto live music and DJ venue with top sound."" Most shows take place on Friday and Saturday nights. Age requirement can vary.",Requires Premium,https://www.facebook.com/bsmt254/,https://www.instagram.com/bsmt254toronto,Khary; Magugu; The City Gates; Golden Apes; Fotocrime; The Convenience; Helm; Black Budget; Myer Clarity; Fresh Kils,https://www.indieonthemove.com/venues/bsmt-254-toronto-ontario
Red Bird Live,Ottawa,ON,K1S 3X7,"1165 Bank Street, Ottawa, ON K1S 3X7",N/A,https://www.redbirdlive.ca/,"Music Venue, Open Mic, Listening Room",All Genres,80,18+,N/A,They host shows Thursday-Sunday nights with a Bluegrass jam on Mondays and open mic/open jams on Tuesdays and Wednesdays. Events can also be 19+ depending on what's arranged.,Requires Premium,https://www.facebook.com/RedBirdLive/,N/A,Gary Louris; Gary Louris; Minor Gold; Lynne Hanson; Steve Poltz; Steve Poltz; The Suitcase Junket; Dave Gunning; Isaac Baronikian; Mama's Broke,https://www.indieonthemove.com/venues/red-bird-live-ottawa-ontario
The Moonshine Cafe,Oakville,ON,L6K 3C7,"568 Kerr Street, Oakville, ON L6K 3C7",N/A,https://www.themoonshinecafe.com/,"Music Venue, Listening Room",All Genres,60,N/A,N/A,"""Established in 2006."" They host live entertainment Monday-Saturday nights with Mondays being reserved for jam night, Tuesdays for open mic, and Wednesdays for Country music.",Requires Premium,https://www.facebook.com/themoonshinecafe,https://www.instagram.com/moonshinecafe_oakville/,Nicholas Campbell; Wilson & The Cast Aways; Hell Bent Rockers; anddre mafra; Josh Taerk; The Gary Kendall Trio feat: Teddy Leonard & Tyler Burgess; Rick St. Clair; Dave Gunning; Lily Sazz - Musician,https://www.indieonthemove.com/venues/the-moonshine-cafe-oakville-ontario
Stonewalls Restaurant,Hamilton,ON,L8R 2X9,"339 York Blvd, Hamilton, ON L8R 2X9",N/A,https://www.stonewallshamilton.com/,"Music Venue, Bar, Restaurant",All Genres,N/A,N/A,N/A,"""Stonewalls is Hamilton’s hottest music venue with all your favorite pub classics."" Most shows take place Friday-Sunday nights, but Thursdays are also possible.",Requires Premium,https://www.facebook.com/Stonewallshamilton,https://www.instagram.com/stonewallshamilton/,N/A,https://www.indieonthemove.com/venues/stonewalls-restaurant-hamilton-ontario
Bridgeworks,Hamilton,ON,L8R 0A6,"200 Caroline Street North, Hamilton, ON L8R 0A6",N/A,https://bridgeworks.ca/,Music Venue,All Genres,500,N/A,N/A,"""Bridgeworks is a multi-functional event space, focusing on community, arts and special events. The space is two large 6,000+ sq ft rooms, with break-out rooms, full functioning kitchen, bar/serving area, washrooms and encompasses a net capacity of 500 people."" Shows can be held any night of the week. Age requirement can vary.",Requires Premium,https://www.facebook.com/bridgeworksca,https://www.instagram.com/bridgeworkscentral/,Chest Fever Official; Chest Fever; Cam Kahin; Born In The Eighties; John Shambles; Elliott BROOD; portrayal of guilt; Street Sects; Wintersleep; Weird Nightmare,https://www.indieonthemove.com/venues/bridgeworks-hamilton-ontario
Mills Hardware,Hamilton,ON,L8N 1A9,"95 King Street East, Hamilton, ON L8N 1A9",N/A,https://www.millshardware.ca/,Music Venue,All Genres,150,19+,N/A,"""A community-based performance space for art, theatre, dance, live music, speakers, and more."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/millshardware/,https://www.instagram.com/millshardware/,Bealby Point; MIINA; Dana Sipos; The OBGMs; Brendan Philip; The Effens; The Deep Dark Woods; Antonio Larosa; Dawson Gray; The Thick,https://www.indieonthemove.com/venues/mills-hardware-hamilton-ontario
The Gasworks,Hamilton,ON,L8R 2N4,"141 Park Street North, Hamilton, ON L8R 2N4",N/A,https://www.thegasworks.ca/,"Music Venue, Rental",All Genres,180,N/A,N/A,"""Hamilton's cultural hub for arts, education, and community...we host community meetings, weddings, concerts, poetry readings, theatre productions and much more!"" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/thegasworkshamilton/,https://www.instagram.com/thegasworkshamilton,N/A,https://www.indieonthemove.com/venues/the-gasworks-hamilton-ontario
Doors: Taco Joint & Metal Bar,Hamilton,ON,L8P 3N3,"56 Hess Street South, Hamilton, ON L8P 3N3",N/A,N/A,"Music Venue, Pub","All Genres, Metal, Punk",75,19+,N/A,"""Great music venue in the heart of downtown Hamilton. Great craft beers and tex-mex style food."" Shows can be held Wednesday-Monday nights.",Requires Premium,https://www.facebook.com/doorsmetalbar,https://www.instagram.com/doorspubhamilton,Castle; Killotine; Gomer; Bloody Blue Darlings; J FU; Teenage Bubblegums; Summer's Brother; Thunder Glove,https://www.indieonthemove.com/venues/doors-taco-joint-metal-bar-hamilton-ontario
The Baby G,Toronto,ON,M6K 1T8,"1608 Dundas Street West, Toronto, ON M6K 1T8",N/A,http://thebabyg.com/,"Music Venue, Rental",All Genres,145,19+,N/A,"""The Baby G is a live music venue."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/TheBabyGToronto/,https://www.instagram.com/thebabygtoronto/,Bleary Eyed; Zzzahara; CHRIST DILLINGER; BnS; Dana Sipos; MIINA; bug crush; Ritt Momney; B.A. Johnston; Sons of Butcher,https://www.indieonthemove.com/venues/the-baby-g-toronto-ontario
The Ballroom,Toronto,ON,M5V 2E4,"145 John Street, Toronto, ON M5V 2E4",N/A,https://www.theballroom.ca/,"Music Venue, Bar",All Genres,200,19+,N/A,"""Sports, Bowl, and Rock n' Roll! DJ every Thursday and Friday. Live Music on Saturdays.""",Requires Premium,https://www.facebook.com/TheBallroomBowl/,https://www.instagram.com/theballroombowl/,N/A,https://www.indieonthemove.com/venues/the-ballroom-toronto-ontario
LOLA,Toronto,ON,M5T 2J9,"40 Kensington Avenue, Toronto, ON M5T 2J9",N/A,N/A,"Music Venue, Outdoor Performance Space, Open Mic",All Genres,50,19+,N/A,They host shows on weekends both during the day and at night as well as open mic on Monday nights. Performances can take place inside or outside.,Requires Premium,https://www.facebook.com/groups/2601683113313156,N/A,Ron Leary,https://www.indieonthemove.com/venues/lola-toronto-ontario
Grossman's Tavern,Toronto,ON,M5T 2G3,"377 Spadina Avenue, Toronto, ON M5T 2G3",N/A,https://grossmanstavern.com/,"Music Venue, Bar, Restaurant, Jazz & Blues","Blues, Jazz, Roots Music",N/A,19+,N/A,"""Open since 1943, Grossman’s Tavern is one of the city’s longest-running live music venues, and Toronto’s self-described “Home of the Blues.”"" They host live music Wednesday-Sunday nights with Sundays being reserved for a regular performer and Jazz jam.",Requires Premium,https://www.facebook.com/GrossmansTavern/,https://www.instagram.com/grossmanstavern/,Johnny Burgin,https://www.indieonthemove.com/venues/grossmans-tavern-toronto-ontario
Wildflower Social,Niagara Falls,ON,L2G 3V9,"6361 Fallsview Boulevard, Niagara Falls, ON L2G 3V9",N/A,https://wildflowerniagara.com/,"Music Venue, Lounge, Hotel","Acoustic, Classic Rock, Country, Funk, Pop, Rock, Top 40",N/A,21+,N/A,Formerly Spyce Lounge. They host live music nightly.,Requires Premium,https://www.facebook.com/wildflowersocialniagara,https://www.instagram.com/wildflowersocialniagara/,N/A,https://www.indieonthemove.com/venues/wildflower-social-niagara-falls-ontario
TD Music Hall,Toronto,ON,M5B 1T7,"178 Victoria Street, Toronto, ON M5B 1T7",N/A,https://tdmusichall.com/,Music Venue,All Genres,500,N/A,N/A,"""TD Music Hall is a state-of-the-art 500-capacity performance space located on the 4th floor of Allied Music Centre."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/TDMusicHall/,https://www.instagram.com/tdmusichall,Haley Heynderickx; Max García Conover; Jenn Grant; Zinadelphia; Good Grief; Ariel Posen; Wendlo; Mallory Johnson; Flore Laurentienne; Rose Gray,https://www.indieonthemove.com/venues/td-music-hall-toronto-ontario
The Music Hall,Hamilton,ON,L8P 1H2,"24 Main Street West, Hamilton, ON L8P 1H2",N/A,https://musichallhamilton.ca/,"Music Venue, Rental",All Genres,250,N/A,N/A,"""A socially-engaged venue for culture and community in the heart of Hamilton."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/musichallhamont,https://www.instagram.com/musichallhamont/,Here Come the Mummies,https://www.indieonthemove.com/venues/the-music-hall-hamilton-ontario
Overflow Brewing Company,Ottawa,ON,K1V 8B9,"2477 Kaladar Avenue, Ottawa, ON K1V 8B9",N/A,https://overflowbeer.com/,"Music Venue, Brewery",All Genres,400,19+,N/A,"""Brewery | Tap Room | Live Music venue in Ottawa. Putting fresh, great-tasting beer in your hand."" Most shows take place Thursday-Saturday nights.",Requires Premium,https://www.facebook.com/overflowbeer,https://instagram.com/overflowbrewingco,Cancer Bats; ANCIIENTS; TEETH; chastity; Kingfisher; A Wilhelm Scream; MAJORS; Strung Out; Alpha Wolf; Gideon,https://www.indieonthemove.com/venues/overflow-brewing-company-ottawa-ontario
The Burlington Performing Arts Centre,Burlington,ON,L7S 1T7,"440 Locust Street, Burlington, ON L7S 1T7",N/A,https://burlingtonpac.ca/,"Music Venue, Rental",All Genres,718,N/A,N/A,"""The Burlington Performing Arts Centre (BPAC), located in beautiful downtown Burlington, is a cultural hub of the community and offers the best in the performing arts to the citizens of Burlington."" Shows can be held any night of the week.",Requires Premium,https://www.facebook.com/BurlingtonPAC/,https://www.instagram.com/burlington_pac/,Musician Jesse Cook; The North Sound,https://www.indieonthemove.com/venues/the-burlington-performing-arts-centre-burlington-ontario
